ticker,title,sic_code,sic_description
VRSK,VERISK ANALYTICS INC.,7374,Services-Computer Processing & Data Preparation
CCJ,CAMECO CORP,1090,Miscellaneous Metal Ores
CAH,CARDINAL HEALTH INC,5122,"Wholesale-Drugs, Proprietaries & Druggists' Sundries"
ALC,ALCON INC,3851,Ophthalmic Goods
FICO,FAIR ISAAC CORP,7389,"Services-Business Services, NEC"
DLMAY,DOLLARAMA INC./ADR,,
PRU,PRUDENTIAL FINANCIAL INC,6311,Life Insurance
ABEV,AMBEV S.A.,2080,Beverages
STX,SEAGATE TECHNOLOGY HOLDINGS PLC,3572,Computer Storage Devices
ED,CONSOLIDATED EDISON INC,4931,Electric & Other Services Combined
PUK,PRUDENTIAL PLC,6311,Life Insurance
OTIS,OTIS WORLDWIDE CORP,3600,Electronic & Other Electrical Equipment (No Computer Equip)
FMX,MEXICAN ECONOMIC DEVELOPMENT INC,2086,Bottled & Canned Soft Drinks & Carbonated Waters
CHLSY,CHOCOLADEFABRIKEN LINDT & SPRUENGLI AG/ADR,,
TRGP,TARGA RESOURCES CORP.,4922,Natural Gas Transmission
CSGP,COSTAR GROUP INC.,7389,"Services-Business Services, NEC"
VICI,VICI PROPERTIES INC.,6798,Real Estate Investment Trusts
RJF,RAYMOND JAMES FINANCIAL INC,6211,"Security Brokers, Dealers & Flotation Companies"
A,AGILENT TECHNOLOGIES INC.,3826,Laboratory Analytical Instruments
CUK,CARNIVAL PLC,4400,Water Transportation
AU,ANGLOGOLD ASHANTI PLC,1040,Gold and Silver Ores
KDP,KEURIG DR PEPPER INC.,2080,Beverages
MCHP,MICROCHIP TECHNOLOGY INC,3674,Semiconductors & Related Devices
FIS,FIDELITY NATIONAL INFORMATION SERVICES INC.,7389,"Services-Business Services, NEC"
XYL,XYLEM INC.,3561,Pumps & Pumping Equipment
WEC,WEC ENERGY GROUP INC.,4931,Electric & Other Services Combined
CHT,CHUNGHWA TELECOM CO LTD,4812,Radiotelephone Communications
EQT,EQT CORP,1311,Crude Petroleum & Natural Gas
UAL,UNITED AIRLINES HOLDINGS INC.,4512,"Air Transportation, Scheduled"
SLF,SUN LIFE FINANCIAL INC,6311,Life Insurance
ACGL,ARCH CAPITAL GROUP LTD.,6331,"Fire, Marine & Casualty Insurance"
CRCL,CIRCLE INTERNET GROUP INC.,6199,Finance Services
GEHC,GE HEALTHCARE TECHNOLOGIES INC.,3844,X-Ray Apparatus & Tubes & Related Irradiation Apparatus
JBS,JBS N.V.,2011,Meat Packing Plants
PCG,PG&E CORP,4931,Electric & Other Services Combined
ALAB,ASTERA LABS INC.,3674,Semiconductors & Related Devices
MDY,SPDR S&P MIDCAP 400 ETF TRUST,,
LEN,LENNAR CORP /NEW/,1520,General Bldg Contractors - Residential Bldgs
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,3743,Railroad Equipment
IR,INGERSOLL RAND INC.,3560,General Industrial Machinery & Equipment
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,7371,Services-Computer Programming Services
BBD,BANK BRADESCO,6022,State Commercial Banks
TSCO,TRACTOR SUPPLY CO /DE/,5200,"Retail-Building Materials, Hardware, Garden Supply"
WDS,WOODSIDE ENERGY GROUP LTD,1311,Crude Petroleum & Natural Gas
DD,DUPONT DE NEMOURS INC.,2821,"Plastic Materials, Synth Resins & Nonvulcan Elastomers"
EL,ESTEE LAUDER COMPANIES INC,2844,"Perfumes, Cosmetics & Other Toilet Preparations"
STT,STATE STREET CORP,6022,State Commercial Banks
NRG,NRG ENERGY INC.,4911,Electric Services
HPE,HEWLETT PACKARD ENTERPRISE CO,3570,Computer & office Equipment
UI,UBIQUITI INC.,3663,Radio & Tv Broadcasting & Communications Equipment
TYHOY,TOYOTA TSUSHO CORPORATION/ADR,,
WTW,WILLIS TOWERS WATSON PLC,6411,"Insurance Agents, Brokers & Service"
EFX,EQUIFAX INC,7320,"Services-Consumer Credit Reporting, Collection Agencies"
VG,VENTURE GLOBAL INC.,4924,Natural Gas Distribution
KVUE,KENVUE INC.,2844,"Perfumes, Cosmetics & Other Toilet Preparations"
EXR,EXTRA SPACE STORAGE INC.,6798,Real Estate Investment Trusts
NUE,NUCOR CORP,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)"
CVE,CENOVUS ENERGY INC.,1311,Crude Petroleum & Natural Gas
MTB,M&T BANK CORP,6022,State Commercial Banks
VTR,VENTAS INC.,6798,Real Estate Investment Trusts
IQV,IQVIA HOLDINGS INC.,8731,Services-Commercial Physical & Biological Research
HUM,HUMANA INC,6324,Hospital & Medical Service Plans
BRO,BROWN & BROWN INC.,6411,"Insurance Agents, Brokers & Service"
RYAAY,RYANAIR HOLDINGS PLC,4512,"Air Transportation, Scheduled"
KHC,KRAFT HEINZ CO,2030,"Canned, Frozen & Preservd Fruit, Veg & Food Specialties"
TEF,TELEFONICA S A,4813,Telephone Communications (No Radiotelephone)
DIDIY,DIDI GLOBAL INC.,7389,"Services-Business Services, NEC"
KB,KB FINANCIAL GROUP INC.,6029,"Commercial Banks, NEC"
INSM,INSMED INC,2834,Pharmaceutical Preparations
FUJIY,FUJI PHOTO FILM CO LTD /FI,,
SOFI,SOFI TECHNOLOGIES INC.,6199,Finance Services
QSR,RESTAURANT BRANDS INTERNATIONAL INC.,5812,Retail-Eating  Places
WIT,WIPRO LTD,7371,Services-Computer Programming Services
KEYS,KEYSIGHT TECHNOLOGIES INC.,3823,"Industrial Instruments For Measurement, Display, and Control"
KGC,KINROSS GOLD CORP,1040,Gold and Silver Ores
IX,ORIX CORP,6159,Miscellaneous Business Credit Institution
ODFL,OLD DOMINION FREIGHT LINE INC.,4213,Trucking (No Local)
IRM,IRON MOUNTAIN INC,6798,Real Estate Investment Trusts
DTE,DTE ENERGY CO,4911,Electric Services
ADM,ARCHER-DANIELS-MIDLAND CO,2070,Fats & Oils
EME,EMCOR GROUP INC.,1731,Electrical Work
WBD,WARNER BROS. DISCOVERY INC.,4841,Cable & Other Pay Television Services
K,KELLANOVA,2040,Grain Mill Products
ROL,ROLLINS INC,7340,Services-To Dwellings & Other Buildings
KBGGY,KONGSBERG GRUPPEN ASA/ADR,8880,American Depositary Receipts
FIX,COMFORT SYSTEMS USA INC,1731,Electrical Work
CLS,CELESTICA INC,3672,Printed Circuit Boards
WDC,WESTERN DIGITAL CORP,3572,Computer Storage Devices
VOD,VODAFONE GROUP PUBLIC LTD CO,4812,Radiotelephone Communications
NTR,NUTRIEN LTD.,2870,Agricultural Chemicals
SYF,SYNCHRONY FINANCIAL,6199,Finance Services
AEE,AMEREN CORP,4931,Electric & Other Services Combined
WTKWY,WOLTERS KLUWER N V /FI,,
SMCI,SUPER MICRO COMPUTER INC.,3571,Electronic Computers
BR,BROADRIDGE FINANCIAL SOLUTIONS INC.,7389,"Services-Business Services, NEC"
MT,ARCELORMITTAL,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)"
VIK,VIKING HOLDINGS LTD,4400,Water Transportation
AVB,AVALONBAY COMMUNITIES INC,6798,Real Estate Investment Trusts
NBIS,NEBIUS GROUP N.V.,7370,"Services-Computer Programming, Data Processing, Etc."
PPL,PPL CORP,4911,Electric Services
HUBS,HUBSPOT INC,7372,Services-Prepackaged Software
EXPE,EXPEDIA GROUP INC.,4700,Transportation Services
WRB,BERKLEY W R CORP,6331,"Fire, Marine & Casualty Insurance"
LPLA,LPL FINANCIAL HOLDINGS INC.,6200,"Security & Commodity Brokers, Dealers, Exchanges & Services"
PSTG,PURE STORAGE INC.,3572,Computer Storage Devices
ATO,ATMOS ENERGY CORP,4924,Natural Gas Distribution
OWL,BLUE OWL CAPITAL INC.,6282,Investment Advice
STLA,STELLANTIS N.V.,3711,Motor Vehicles & Passenger Car Bodies
TW,TRADEWEB MARKETS INC.,6200,"Security & Commodity Brokers, Dealers, Exchanges & Services"
SYM,SYMBOTIC INC.,3569,"General Industrial Machinery & Equipment, NEC"
LI,LI AUTO INC.,3711,Motor Vehicles & Passenger Car Bodies
AWK,AMERICAN WATER WORKS COMPANY INC.,4941,Water Supply
FOXA,FOX CORP,4833,Television Broadcasting Stations
STZ,CONSTELLATION BRANDS INC.,2080,Beverages
AMRZ,AMRIZE LTD,3241,"Cement, Hydraulic"
GIS,GENERAL MILLS INC,2040,Grain Mill Products
ERIC,ERICSSON LM TELEPHONE CO,3663,Radio & Tv Broadcasting & Communications Equipment
TTD,TRADE DESK INC.,7370,"Services-Computer Programming, Data Processing, Etc."
PHM,PULTEGROUP INC/MI/,1531,Operative Builders
FE,FIRSTENERGY CORP,4911,Electric Services
ES,EVERSOURCE ENERGY,4911,Electric Services
VLTO,VERALTO CORP,3825,Instruments For Meas & Testing of  Electricity & Elec Signals
DXCM,DEXCOM INC,3841,Surgical & Medical Instruments & Apparatus
FIG,FIGMA INC.,7372,Services-Prepackaged Software
CQP,CHENIERE ENERGY PARTNERS L.P.,4924,Natural Gas Distribution
MDB,MONGODB INC.,7372,Services-Prepackaged Software
CBOE,CBOE GLOBAL MARKETS INC.,6200,"Security & Commodity Brokers, Dealers, Exchanges & Services"
PHG,KONINKLIJKE PHILIPS NV,3844,X-Ray Apparatus & Tubes & Related Irradiation Apparatus
CNP,CENTERPOINT ENERGY INC,4911,Electric Services
NTRS,NORTHERN TRUST CORP,6022,State Commercial Banks
TOST,TOAST INC.,7374,Services-Computer Processing & Data Preparation
EXE,EXPAND ENERGY CORP,1311,Crude Petroleum & Natural Gas
VRSN,VERISIGN INC/CA,7371,Services-Computer Programming Services
HBAN,HUNTINGTON BANCSHARES INC /MD/,6021,National Commercial Banks
NOK,NOKIA CORP,3663,Radio & Tv Broadcasting & Communications Equipment
CRDO,CREDO TECHNOLOGY GROUP HOLDING LTD,3674,Semiconductors & Related Devices
FTS,FORTIS INC.,4911,Electric Services
EQR,EQUITY RESIDENTIAL,6798,Real Estate Investment Trusts
HPQ,HP INC,3570,Computer & office Equipment
TDY,TELEDYNE TECHNOLOGIES INC,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys"
AFRM,AFFIRM HOLDINGS INC.,6141,Personal Credit Institutions
TU,TELUS CORP,4812,Radiotelephone Communications
GRAB,GRAB HOLDINGS LTD,7389,"Services-Business Services, NEC"
SW,SMURFIT WESTROCK PLC,2650,Paperboard Containers & Boxes
MTD,METTLER TOLEDO INTERNATIONAL INC/,3826,Laboratory Analytical Instruments
SHG,SHINHAN FINANCIAL GROUP CO LTD,6021,National Commercial Banks
ZM,ZOOM COMMUNICATIONS INC.,7370,"Services-Computer Programming, Data Processing, Etc."
CINF,CINCINNATI FINANCIAL CORP,6331,"Fire, Marine & Casualty Insurance"
PTC,PTC INC.,7372,Services-Prepackaged Software
CYBR,CYBERARK SOFTWARE LTD.,7372,Services-Prepackaged Software
IP,INTERNATIONAL PAPER CO /NEW/,2621,Paper Mills
ASX,ASE TECHNOLOGY HOLDING CO. LTD.,3674,Semiconductors & Related Devices
GELHY,GEELY AUTOMOBILE HOLDINGS LIMITED/ADR,,
FUTU,FUTU HOLDINGS LTD,6211,"Security Brokers, Dealers & Flotation Companies"
MKL,MARKEL GROUP INC.,6331,"Fire, Marine & Casualty Insurance"
FSLR,FIRST SOLAR INC.,3674,Semiconductors & Related Devices
STE,STERIS PLC,3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies"
TYL,TYLER TECHNOLOGIES INC,7372,Services-Prepackaged Software
LDOS,LEIDOS HOLDINGS INC.,7373,Services-Computer Integrated Systems Design
ULTA,ULTA BEAUTY INC.,5990,"Retail-Retail Stores, NEC"
NTAP,NETAPP INC.,3572,Computer Storage Devices
RSHGY,RESONA HOLDINGS INC,,
RF,REGIONS FINANCIAL CORP,6021,National Commercial Banks
BEKE,KE HOLDINGS INC.,6531,Real Estate Agents & Managers (For Others)
BNTX,BIONTECH SE,2836,"Biological Products, (No Diagnostic Substances)"
PUBGY,PUBLICIS GROUPE SA,7311,Services-Advertising Agencies
LH,LABCORP HOLDINGS INC.,8071,Services-Medical Laboratories
STM,STMICROELECTRONICS N.V.,3674,Semiconductors & Related Devices
PPG,PPG INDUSTRIES INC,2851,"Paints, Varnishes, Lacquers, Enamels & Allied Prods"
CG,CARLYLE GROUP INC.,6282,Investment Advice
PBA,PEMBINA PIPELINE CORP,1382,Oil & Gas Field Exploration Services
WSM,WILLIAMS SONOMA INC,5700,"Retail-Home Furniture, Furnishings & Equipment Stores"
CFG,CITIZENS FINANCIAL GROUP INC/RI,6022,State Commercial Banks
TROW,PRICE T ROWE GROUP INC,6282,Investment Advice
QDMI,QDM INTERNATIONAL INC.,6411,"Insurance Agents, Brokers & Service"
ESLT,ELBIT SYSTEMS LTD,3728,"Aircraft Parts & Auxiliary Equipment, NEC"
FCNCA,FIRST CITIZENS BANCSHARES INC /DE/,6022,State Commercial Banks
JBL,JABIL INC,3672,Printed Circuit Boards
TELNY,TELENOR ASA,4813,Telephone Communications (No Radiotelephone)
DOV,DOVER CORP,3530,"Construction, Mining & Materials Handling Machinery & Equip"
RKLB,ROCKET LAB CORP,3760,Guided Missiles & Space Vehicles & Parts
HUBB,HUBBELL INC,3670,Electronic Components & Accessories
PINS,PINTEREST INC.,7370,"Services-Computer Programming, Data Processing, Etc."
DG,DOLLAR GENERAL CORP,5331,Retail-Variety Stores
DVN,DEVON ENERGY CORP/DE,1311,Crude Petroleum & Natural Gas
DRI,DARDEN RESTAURANTS INC,5812,Retail-Eating  Places
NTRA,NATERA INC.,8071,Services-Medical Laboratories
NVR,NVR INC,1531,Operative Builders
EBR,BRAZILIAN ELECTRIC POWER CO,4911,Electric Services
TPG,TPG INC.,6282,Investment Advice
CHKP,CHECK POINT SOFTWARE TECHNOLOGIES LTD,7372,Services-Prepackaged Software
PODD,INSULET CORP,3841,Surgical & Medical Instruments & Apparatus
NMR,NOMURA HOLDINGS INC,6211,"Security Brokers, Dealers & Flotation Companies"
CMS,CMS ENERGY CORP,4931,Electric & Other Services Combined
BCE,BCE INC,4813,Telephone Communications (No Radiotelephone)
DSFIY,DSM-FIRMENICH AG/ADR,,
AER,AERCAP HOLDINGS N.V.,7359,"Services-Equipment Rental & Leasing, NEC"
TPL,TEXAS PACIFIC LAND CORP,6792,Oil Royalty Traders
FLEX,FLEX LTD.,3672,Printed Circuit Boards
TEVA,TEVA PHARMACEUTICAL INDUSTRIES LTD,2834,Pharmaceutical Preparations
YAHOY,YAHOO! JAPAN CORP,,
PSKY,PARAMOUNT SKYDANCE CORP,4833,Television Broadcasting Stations
SSNC,SS&C TECHNOLOGIES HOLDINGS INC,7372,Services-Prepackaged Software
IOT,SAMSARA INC.,7373,Services-Computer Integrated Systems Design
TPR,TAPESTRY INC.,3100,Leather & Leather Products
HAL,HALLIBURTON CO,1389,"Oil & Gas Field Services, NEC"
CDW,CDW CORP,5961,Retail-Catalog & Mail-Order Houses
EIX,EDISON INTERNATIONAL,4911,Electric Services
LULU,LULULEMON ATHLETICA INC.,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl
BAP,CREDICORP LTD,6029,"Commercial Banks, NEC"
SATS,ECHOSTAR CORP,4899,"Communications Services, NEC"
DGX,QUEST DIAGNOSTICS INC,8071,Services-Medical Laboratories
SBAC,SBA COMMUNICATIONS CORP,6798,Real Estate Investment Trusts
PMDIY,PRO MEDICUS LTD./ADR,,
NJDCY,NIDEC CORP,3621,Motors & Generators
DKNG,DRAFTKINGS INC.,7990,Services-Miscellaneous Amusement & Recreation
CHD,CHURCH & DWIGHT CO INC /DE/,2840,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics"
GPN,GLOBAL PAYMENTS INC,7389,"Services-Business Services, NEC"
CPAY,CORPAY INC.,7389,"Services-Business Services, NEC"
ZBH,ZIMMER BIOMET HOLDINGS INC.,3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies"
CASY,CASEYS GENERAL STORES INC,5500,Retail-Auto Dealers & Gasoline Stations
IONQ,IONQ INC.,7373,Services-Computer Integrated Systems Design
KEY,KEYCORP /NEW/,6021,National Commercial Banks
L,LOEWS CORP,6331,"Fire, Marine & Casualty Insurance"
NTNX,NUTANIX INC.,7372,Services-Prepackaged Software
RPRX,ROYALTY PHARMA PLC,2834,Pharmaceutical Preparations
GFS,GLOBALFOUNDRIES INC.,3674,Semiconductors & Related Devices
CIEN,CIENA CORP,3661,Telephone & Telegraph Apparatus
ON,ON SEMICONDUCTOR CORP,3674,Semiconductors & Related Devices
NI,NISOURCE INC.,4931,Electric & Other Services Combined
BIIB,BIOGEN INC.,2836,"Biological Products, (No Diagnostic Substances)"
TSN,TYSON FOODS INC.,2015,Poultry Slaughtering and Processing
CW,CURTISS WRIGHT CORP,3590,Misc Industrial & Commercial Machinery & Equipment
XPEV,XPENG INC.,3711,Motor Vehicles & Passenger Car Bodies
RBA,RB GLOBAL INC.,7389,"Services-Business Services, NEC"
GIB,CGI INC,8742,Services-Management Consulting Services
IT,GARTNER INC,8741,Services-Management Services
DKS,DICK'S SPORTING GOODS INC.,5940,Retail-Miscellaneous Shopping Goods Stores
ZG,ZILLOW GROUP INC.,7389,"Services-Business Services, NEC"
EDPFY,EDP ENERGIAS DE PORTUGAL SA,4911,Electric Services
VIV,TELEFONICA BRASIL S.A.,4813,Telephone Communications (No Radiotelephone)
BNT,BROOKFIELD WEALTH SOLUTIONS LTD.,6399,"Insurance Carriers, NEC"
GDDY,GODADDY INC.,7373,Services-Computer Integrated Systems Design
GWRE,GUIDEWIRE SOFTWARE INC.,7372,Services-Prepackaged Software
PKG,PACKAGING CORP OF AMERICA,2650,Paperboard Containers & Boxes
GPC,GENUINE PARTS CO,5013,Wholesale-Motor Vehicle Supplies & New Parts
RCI,ROGERS COMMUNICATIONS INC,4841,Cable & Other Pay Television Services
DLTR,DOLLAR TREE INC.,5331,Retail-Variety Stores
AS,AMER SPORTS INC.,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl
HKHHY,HEINEKEN HOLDING N V,,
TER,TERADYNE INC,3825,Instruments For Meas & Testing of  Electricity & Elec Signals
EC,ECOPETROL S.A.,1311,Crude Petroleum & Natural Gas
STLD,STEEL DYNAMICS INC,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)"
AMCR,AMCOR PLC,3990,Miscellaneous Manufacturing Industries
TLK,PERUSAHAAN PERSEROAN PERSERO PT TELEKOMUNIKASI INDONESIA TBK,4813,Telephone Communications (No Radiotelephone)
RL,RALPH LAUREN CORP,2320,"Men's & Boys' Furnishgs, Work Clothg, & Allied Garments"
APTV,APTIV PLC,3714,Motor Vehicle Parts & Accessories
TRMB,TRIMBLE INC.,3829,"Measuring & Controlling Devices, NEC"
IHG,INTERCONTINENTAL HOTELS GROUP PLC /NEW/,7011,Hotels & Motels
FFIV,F5 INC.,3576,Computer Communications Equipment
RIVN,RIVIAN AUTOMOTIVE INC. / DE,3711,Motor Vehicles & Passenger Car Bodies
TS,TENARIS SA,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)"
UTHR,UNITED THERAPEUTICS CORP,2834,Pharmaceutical Preparations
ESS,ESSEX PROPERTY TRUST INC.,6798,Real Estate Investment Trusts
PFG,PRINCIPAL FINANCIAL GROUP INC,6321,Accident & Health Insurance
NIO,NIO INC.,3711,Motor Vehicles & Passenger Car Bodies
LII,LENNOX INTERNATIONAL INC,3585,Air-Cond & Warm Air Heatg Equip & Comm & Indl Refrig Equip
NWSA,NEWS CORP,2711,Newspapers: Publishing or  Publishing & Printing
GMAB,GENMAB A/S,2834,Pharmaceutical Preparations
CTRA,COTERRA ENERGY INC.,1311,Crude Petroleum & Natural Gas
WY,WEYERHAEUSER CO,6798,Real Estate Investment Trusts
PNR,PENTAIR PLC,3550,Special Industry Machinery (No Metalworking Machinery)
MKC,MCCORMICK & CO INC,2090,Miscellaneous Food Preparations & Kindred Products
FITBI,FIFTH THIRD BANCORP,6022,State Commercial Banks
INVH,INVITATION HOMES INC.,6510,Real Estate Operators (No Developers) & Lessors
CRBG,COREBRIDGE FINANCIAL INC.,6311,Life Insurance
J,JACOBS SOLUTIONS INC.,1600,Heavy Construction Other Than Bldg Const - Contractors
SNA,SNAP-ON INC,3420,"Cutlery, Handtools & General Hardware"
GEN,GEN DIGITAL INC.,7372,Services-Prepackaged Software
ASTS,AST SPACEMOBILE INC.,4899,"Communications Services, NEC"
KOF,COCA COLA FEMSA SAB DE CV,2086,Bottled & Canned Soft Drinks & Carbonated Waters
WAT,WATERS CORP /DE/,3826,Laboratory Analytical Instruments
OMVKY,OMV AKTIENGESELLSCHAFT /FI,8880,American Depositary Receipts
WST,WEST PHARMACEUTICAL SERVICES INC,3841,Surgical & Medical Instruments & Apparatus
SGI,SOMNIGROUP INTERNATIONAL INC.,2510,Household Furniture
USFD,US FOODS HOLDING CORP.,5140,Wholesale-Groceries & Related Products
WMG,WARNER MUSIC GROUP CORP.,7900,Services-Amusement & Recreation Services
CNC,CENTENE CORP,6324,Hospital & Medical Service Plans
EVRG,EVERGY INC.,4931,Electric & Other Services Combined
SBS,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO-SABESP,4941,Water Supply
BE,BLOOM ENERGY CORP,3620,Electrical Industrial Apparatus
BEP,BROOKFIELD RENEWABLE PARTNERS L.P.,4911,Electric Services
LUV,SOUTHWEST AIRLINES CO,4512,"Air Transportation, Scheduled"
ACM,AECOM,8711,Services-Engineering Services
OKLO,OKLO INC.,4911,Electric Services
LNT,ALLIANT ENERGY CORP,4931,Electric & Other Services Combined
TLN,TALEN ENERGY CORP,4911,Electric Services
GFL,GFL ENVIRONMENTAL INC.,4953,Refuse Systems
KEP,KOREA ELECTRIC POWER CORP,4911,Electric Services
COHR,COHERENT CORP.,3827,Optical Instruments & Lenses
UMC,UNITED MICROELECTRONICS CORP,3674,Semiconductors & Related Devices
U,UNITY SOFTWARE INC.,7372,Services-Prepackaged Software
FTAI,FTAI AVIATION LTD.,7350,Services-Miscellaneous Equipment Rental & Leasing
TRU,TRANSUNION,7320,"Services-Consumer Credit Reporting, Collection Agencies"
EXPD,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,4731,Arrangement of  Transportation of  Freight & Cargo
BWXT,BWX TECHNOLOGIES INC.,3510,Engines & Turbines
MAA,MID AMERICA APARTMENT COMMUNITIES INC.,6798,Real Estate Investment Trusts
CHWY,CHEWY INC.,5961,Retail-Catalog & Mail-Order Houses
FTV,FORTIVE CORP,3823,"Industrial Instruments For Measurement, Display, and Control"
OKTA,OKTA INC.,7372,Services-Prepackaged Software
MTZ,MASTEC INC,1623,"Water, Sewer, Pipeline, Comm & Power Line Construction"
DOCU,DOCUSIGN INC.,7372,Services-Prepackaged Software
BG,BUNGE GLOBAL SA,2070,Fats & Oils
RBRK,RUBRIK INC.,7372,Services-Prepackaged Software
FTI,TECHNIPFMC PLC,3533,Oil & Gas Field Machinery & Equipment
INCY,INCYTE CORP,8731,Services-Commercial Physical & Biological Research
ERIE,ERIE INDEMNITY CO,6411,"Insurance Agents, Brokers & Service"
PAAS,PAN AMERICAN SILVER CORP,1040,Gold and Silver Ores
THC,TENET HEALTHCARE CORP,8062,"Services-General Medical & Surgical Hospitals, NEC"
PFGC,PERFORMANCE FOOD GROUP CO,5141,"Wholesale-Groceries, General Line"
TECK,TECK RESOURCES LTD,1400,Mining & Quarrying of  Nonmetallic Minerals (No Fuels)
KSPI,JOINT STOCK CO KASPI.KZ,7389,"Services-Business Services, NEC"
SUI,SUN COMMUNITIES INC,6798,Real Estate Investment Trusts
FNF,FIDELITY NATIONAL FINANCIAL INC.,6361,Title Insurance
BURL,BURLINGTON STORES INC.,5311,Retail-Department Stores
DOW,DOW INC.,2821,"Plastic Materials, Synth Resins & Nonvulcan Elastomers"
WSO,WATSCO INC,5070,Wholesale-Hardware & Plumbing & Heating Equipment & Supplies
NPXYY,NIPPON SANSO HOLDINGS CORPORATION/ADR,,
YUMC,YUM CHINA HOLDINGS INC.,5812,Retail-Eating  Places
SNN,SMITH & NEPHEW PLC,3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies"
TWLO,TWILIO INC,7372,Services-Prepackaged Software
LOGI,LOGITECH INTERNATIONAL S.A.,3577,"Computer Peripheral Equipment, NEC"
BBY,BEST BUY CO INC,5731,"Retail-Radio, Tv & Consumer Electronics Stores"
